audio_clip,audio_description,duration,file_path,file_size_bytes,numOfAudioClips,video
60af4ed63b2e2707ed899a12,60af4ed63b2e2707ed899a13,13.397333333333334,/current/xDzVxm_PULM,2572332,2,60af34fbf1539c07e70d4cc8
60b127443b2e2707ed899b82,60b127443b2e2707ed899b83,6.058666666666666,/current/8qFlNrW3-bE,1163308,1,60b125cdf1539c07e70d4e32
60c87be63b2e2707ed89a3b4,60c87be63b2e2707ed89a3b5,11.145578231292516,/current/DIBNxqgzveo,1966124,1,60c87ba23b2e2707ed89a3b1
60c87beb3b2e2707ed89a3b6,60c87beb3b2e2707ed89a3b7,28.88562358276644,/current/9B_Vi7oulnE,5095468,1,60c87a73f1539c07e70d560f
60d1bd53f1539c07e70d5840,60d1bd53f1539c07e70d5841,4.096,/current/OAar_xRoo-M,786476,1,60d1b536f1539c07e70d5835
60933c24f1539c07e70d4033,60933c24f1539c07e70d4034,4.096,/current/L41D0glZz8Y,786476,1,609339c1f1539c07e70d4030
60a67b6df1539c07e70d485a,60a67b6df1539c07e70d485b,26.282666666666668,/current/70yqithPgcY,5046316,1,60a6714bf1539c07e70d484f
60a76823f1539c07e70d494d,60a76823f1539c07e70d494e,7.7090249433106575,/current/Ohgn8m_f7cY,1359916,1,60a674b93b2e2707ed8995c0
60a7687ef1539c07e70d4954,60a7687ef1539c07e70d4955,5.546666666666667,/current/z6n4B1ocmeU,1065004,2,60a6c88a3b2e2707ed899635
60e6b57cf1539c07e70d5e3d,60e6b57cf1539c07e70d5e3e,2.1333333333333333,/current/OAar_xRoo-M,409644,1,60d1b536f1539c07e70d5835
60e6c469f1539c07e70d5e63,60e6c469f1539c07e70d5e64,123.56266666666667,/current/QK-Z1K67uaA,23724076,1,60e6c4593b2e2707ed89ab8d
60ad2ab23b2e2707ed899918,60ad2ab23b2e2707ed899919,3.6693333333333333,/current/cEw4e0A7k-k,704556,1,60ad2aac3b2e2707ed899917
60ee6c2df1539c07e70d62b4,60ee6c2df1539c07e70d62b5,3.1579138321995464,/current/c23RLq2PkzM,557100,23,603421d6aad36831fd7e6576
60e73b2df1539c07e70d5ed7,60e73b2df1539c07e70d5ed8,3.925333333333333,/current/xP-LwWKZYXw,753708,1,60e73a153b2e2707ed89abff
60c19d0bf1539c07e70d5381,60c19d0bf1539c07e70d5382,16.042666666666666,/current/_4RioMeEn1A,3080236,2,60c15c09f1539c07e70d5374
612be4223b2e2707ed89c5c4,612be4223b2e2707ed89c5c5,10.24,/current/Hx8iHzNGjlg,1966124,7,6122d782f1539c07e70d7542
61356b86f1539c07e70d7a14,61356b86f1539c07e70d7a15,5.376,/current/m2VZ9qdJkzQ,1032236,11,612fbb1af1539c07e70d78ea
614111783b2e2707ed89caf0,614111783b2e2707ed89caf1,3.84,/current/Hx8iHzNGjlg,737324,9,6122d782f1539c07e70d7542
615118883b2e2707ed89cfca,615118883b2e2707ed89cfcb,85.76,/current/2FLNCGlAqA8,16465964,1,615114253b2e2707ed89cfbd
615297293b2e2707ed89d080,615297293b2e2707ed89d081,9.102222222222222,/current/_droCQsWzgg,1605676,12,615230f8f1539c07e70d824f
61537eac3b2e2707ed89d0ce,61537eac3b2e2707ed89d0cf,6.058666666666666,/current/y2AYFpYn8ws,1163308,1,61525b47f1539c07e70d8282
61539ea8f1539c07e70d8328,61539ea8f1539c07e70d8329,8.618666666666666,/current/_droCQsWzgg,1654828,19,615230f8f1539c07e70d824f
6153e7ae3b2e2707ed89d128,6153e7ae3b2e2707ed89d129,2.8792743764172335,/current/lcwfTOg5rnc,507948,1,6153d9c93b2e2707ed89d11d
615a292df1539c07e70d874c,615a292df1539c07e70d874d,7.337505668934241,/current/d95PPykB2vE,1294380,7,5f5d036f152f97652a3bded9
611b96b5f1539c07e70d72d8,611b96b5f1539c07e70d72d9,3.4133333333333336,/current/jOrGsB4qG_w,655404,6,60e43a5df1539c07e70d5d24
618d8d503b2e2707ed89e89b,618d8d503b2e2707ed89e89c,4.096,/current/y8tAO3Ov8gs,786476,3,618072543b2e2707ed89e447
